R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.34262,5.885,0.812,7.67E-04,2.05E-18,1.04E-05,2.37E-16,1.75E-09,1.53E-13,9.56E-14,3.11E-10,1.41E-06,3.46E-06
0.34303,5.879,0.81,7.66E-04,1.99E-18,1.02E-05,2.23E-16,1.69E-09,1.48E-13,9.18E-14,2.98E-10,1.39E-06,3.37E-06
0.34344,5.872,0.808,7.64E-04,1.93E-18,1.01E-05,2.10E-16,1.63E-09,1.42E-13,8.81E-14,2.86E-10,1.36E-06,3.27E-06
0.34385,5.865,0.806,7.62E-04,1.87E-18,9.95E-06,1.98E-16,1.58E-09,1.37E-13,8.45E-14,2.74E-10,1.34E-06,3.18E-06
0.34426,5.858,0.804,7.61E-04,1.81E-18,9.82E-06,1.86E-16,1.52E-09,1.32E-13,8.11E-14,2.63E-10,1.32E-06,3.09E-06
0.34467,5.851,0.802,7.59E-04,1.75E-18,9.68E-06,1.75E-16,1.47E-09,1.27E-13,7.77E-14,2.52E-10,1.29E-06,3.00E-06
0.34508,5.844,0.8,7.57E-04,1.69E-18,9.55E-06,1.64E-16,1.41E-09,1.22E-13,7.45E-14,2.41E-10,1.27E-06,2.91E-06
0.34549,5.837,0.798,7.55E-04,1.63E-18,9.43E-06,1.53E-16,1.36E-09,1.17E-13,7.14E-14,2.31E-10,1.25E-06,2.83E-06
0.3459,5.83,0.795,7.54E-04,1.57E-18,9.30E-06,1.43E-16,1.32E-09,1.12E-13,6.84E-14,2.21E-10,1.23E-06,2.75E-06
0.34631,5.823,0.793,7.52E-04,1.51E-18,9.17E-06,1.34E-16,1.27E-09,1.08E-13,6.54E-14,2.11E-10,1.20E-06,2.67E-06
0.34672,5.817,0.791,7.50E-04,1.45E-18,9.05E-06,1.25E-16,1.22E-09,1.04E-13,6.26E-14,2.02E-10,1.18E-06,2.59E-06
0.34713,5.81,0.789,7.49E-04,1.39E-18,8.93E-06,1.16E-16,1.18E-09,9.96E-14,5.99E-14,1.93E-10,1.16E-06,2.52E-06
0.34754,5.803,0.787,7.47E-04,1.33E-18,8.81E-06,1.08E-16,1.13E-09,9.56E-14,5.73E-14,1.84E-10,1.14E-06,2.44E-06
0.34795,5.796,0.785,7.45E-04,1.27E-18,8.69E-06,1.00E-16,1.09E-09,9.18E-14,5.48E-14,1.76E-10,1.12E-06,2.37E-06
0.34836,5.789,0.783,7.43E-04,1.21E-18,8.57E-06,9.34E-17,1.05E-09,8.81E-14,5.24E-14,1.68E-10,1.10E-06,2.30E-06
0.34877,5.783,0.781,7.41E-04,1.17E-18,8.45E-06,8.86E-17,1.02E-09,8.49E-14,5.04E-14,1.61E-10,1.08E-06,2.24E-06
0.34918,5.776,0.779,7.40E-04,1.14E-18,8.34E-06,8.40E-17,9.82E-10,8.17E-14,4.84E-14,1.55E-10,1.06E-06,2.18E-06
0.34959,5.769,0.777,7.38E-04,1.11E-18,8.23E-06,7.95E-17,9.49E-10,7.87E-14,4.65E-14,1.49E-10,1.05E-06,2.12E-06
0.35,5.762,0.775,7.36E-04,1.07E-18,8.12E-06,7.51E-17,9.16E-10,7.57E-14,4.46E-14,1.43E-10,1.03E-06,2.06E-06
0.35041,5.756,0.773,7.35E-04,1.04E-18,8.01E-06,7.09E-17,8.84E-10,7.29E-14,4.28E-14,1.37E-10,1.01E-06,2.00E-06
0.35082,5.749,0.771,7.33E-04,1.00E-18,7.90E-06,6.67E-17,8.53E-10,7.01E-14,4.10E-14,1.31E-10,9.91E-07,1.94E-06
0.35123,5.742,0.769,7.31E-04,9.68E-19,7.80E-06,6.27E-17,8.22E-10,6.74E-14,3.93E-14,1.25E-10,9.73E-07,1.89E-06
0.35164,5.735,0.767,7.30E-04,9.34E-19,7.69E-06,5.89E-17,7.93E-10,6.48E-14,3.77E-14,1.20E-10,9.56E-07,1.83E-06
0.35205,5.729,0.765,7.28E-04,9.00E-19,7.59E-06,5.51E-17,7.65E-10,6.23E-14,3.61E-14,1.15E-10,9.39E-07,1.78E-06
0.35246,5.722,0.763,7.26E-04,8.66E-19,7.48E-06,5.15E-17,7.37E-10,5.98E-14,3.45E-14,1.10E-10,9.23E-07,1.73E-06
0.35287,5.715,0.761,7.25E-04,8.32E-19,7.38E-06,4.80E-17,7.11E-10,5.74E-14,3.31E-14,1.05E-10,9.06E-07,1.68E-06
0.35328,5.709,0.759,7.23E-04,7.97E-19,7.28E-06,4.46E-17,6.85E-10,5.52E-14,3.16E-14,1.00E-10,8.90E-07,1.63E-06
0.35369,5.702,0.757,7.21E-04,7.63E-19,7.19E-06,4.13E-17,6.60E-10,5.30E-14,3.03E-14,9.60E-11,8.75E-07,1.59E-06
0.3541,5.696,0.755,7.20E-04,7.29E-19,7.09E-06,3.81E-17,6.36E-10,5.08E-14,2.89E-14,9.17E-11,8.59E-07,1.54E-06
0.35451,5.689,0.753,7.18E-04,6.95E-19,6.99E-06,3.50E-17,6.12E-10,4.88E-14,2.77E-14,8.76E-11,8.44E-07,1.50E-06
0.35492,5.682,0.751,7.16E-04,6.71E-19,6.90E-06,3.18E-17,5.91E-10,4.69E-14,2.65E-14,8.40E-11,8.29E-07,1.45E-06
0.35533,5.676,0.749,7.14E-04,6.52E-19,6.80E-06,2.87E-17,5.71E-10,4.52E-14,2.55E-14,8.07E-11,8.14E-07,1.41E-06
0.35574,5.669,0.747,7.13E-04,6.33E-19,6.71E-06,2.57E-17,5.51E-10,4.35E-14,2.45E-14,7.74E-11,8.00E-07,1.37E-06
0.35615,5.663,0.745,7.11E-04,6.14E-19,6.62E-06,2.29E-17,5.32E-10,4.19E-14,2.35E-14,7.43E-11,7.86E-07,1.34E-06
0.35656,5.656,0.743,7.09E-04,5.95E-19,6.53E-06,2.02E-17,5.14E-10,4.03E-14,2.26E-14,7.13E-11,7.72E-07,1.30E-06
0.35697,5.649,0.741,7.08E-04,5.76E-19,6.45E-06,1.77E-17,4.96E-10,3.88E-14,2.16E-14,6.83E-11,7.59E-07,1.26E-06
0.35738,5.643,0.739,7.06E-04,5.57E-19,6.36E-06,1.53E-17,4.79E-10,3.73E-14,2.07E-14,6.55E-11,7.45E-07,1.23E-06
0.35779,5.636,0.737,7.04E-04,5.38E-19,6.27E-06,1.31E-17,4.62E-10,3.59E-14,1.99E-14,6.27E-11,7.32E-07,1.19E-06
0.3582,5.63,0.735,7.03E-04,5.19E-19,6.19E-06,1.10E-17,4.45E-10,3.45E-14,1.91E-14,6.00E-11,7.19E-07,1.16E-06
0.35861,5.623,0.733,7.01E-04,5.00E-19,6.10E-06,9.05E-18,4.29E-10,3.32E-14,1.82E-14,5.75E-11,7.07E-07,1.13E-06
0.35902,5.617,0.731,6.99E-04,4.81E-19,6.02E-06,7.25E-18,4.14E-10,3.18E-14,1.75E-14,5.50E-11,6.94E-07,1.09E-06
0.35943,5.61,0.729,6.98E-04,4.62E-19,5.94E-06,5.59E-18,3.99E-10,3.06E-14,1.67E-14,5.26E-11,6.82E-07,1.06E-06
0.35984,5.604,0.727,6.96E-04,4.43E-19,5.86E-06,4.07E-18,3.84E-10,2.94E-14,1.60E-14,5.03E-11,6.70E-07,1.03E-06
0.36025,5.597,0.725,6.94E-04,4.24E-19,5.78E-06,2.69E-18,3.70E-10,2.82E-14,1.53E-14,4.81E-11,6.58E-07,1.00E-06
0.36066,5.591,0.723,6.93E-04,4.05E-19,5.70E-06,1.44E-18,3.57E-10,2.71E-14,1.46E-14,4.59E-11,6.46E-07,9.74E-07
0.36107,5.585,0.721,6.91E-04,3.86E-19,5.62E-06,3.24E-19,3.44E-10,2.60E-14,1.40E-14,4.39E-11,6.35E-07,9.46E-07
0.36148,5.578,0.719,6.89E-04,3.73E-19,5.55E-06,0.00E+00,3.32E-10,2.50E-14,1.34E-14,4.21E-11,6.23E-07,9.20E-07
0.36189,5.572,0.717,6.88E-04,3.63E-19,5.47E-06,0.00E+00,3.20E-10,2.41E-14,1.29E-14,4.04E-11,6.13E-07,8.95E-07
0.3623,5.565,0.715,6.86E-04,3.52E-19,5.40E-06,0.00E+00,3.09E-10,2.32E-14,1.24E-14,3.88E-11,6.02E-07,8.71E-07
0.3627,5.559,0.713,6.84E-04,3.42E-19,5.33E-06,0.00E+00,2.99E-10,2.23E-14,1.19E-14,3.73E-11,5.91E-07,8.47E-07
0.36311,5.553,0.711,6.83E-04,3.32E-19,5.26E-06,0.00E+00,2.89E-10,2.15E-14,1.14E-14,3.58E-11,5.81E-07,8.23E-07
0.36352,5.546,0.709,6.81E-04,3.21E-19,5.18E-06,0.00E+00,2.79E-10,2.07E-14,1.10E-14,3.43E-11,5.71E-07,8.01E-07
0.36393,5.54,0.707,6.80E-04,3.11E-19,5.11E-06,0.00E+00,2.69E-10,1.99E-14,1.05E-14,3.29E-11,5.61E-07,7.78E-07
0.36434,5.534,0.705,6.78E-04,3.01E-19,5.05E-06,0.00E+00,2.59E-10,1.91E-14,1.01E-14,3.15E-11,5.51E-07,7.57E-07
0.36475,5.527,0.703,6.76E-04,2.90E-19,4.98E-06,0.00E+00,2.50E-10,1.84E-14,9.65E-15,3.02E-11,5.41E-07,7.36E-07
0.36516,5.521,0.701,6.75E-04,2.80E-19,4.91E-06,0.00E+00,2.41E-10,1.77E-14,9.24E-15,2.89E-11,5.32E-07,7.15E-07
0.36557,5.515,0.699,6.73E-04,2.70E-19,4.84E-06,0.00E+00,2.33E-10,1.70E-14,8.85E-15,2.77E-11,5.22E-07,6.95E-07
0.36598,5.508,0.697,6.72E-04,2.59E-19,4.78E-06,0.00E+00,2.24E-10,1.63E-14,8.47E-15,2.65E-11,5.13E-07,6.75E-07
0.36639,5.502,0.695,6.70E-04,2.49E-19,4.71E-06,0.00E+00,2.16E-10,1.57E-14,8.11E-15,2.54E-11,5.04E-07,6.56E-07
0.3668,5.496,0.692,6.68E-04,2.38E-19,4.65E-06,0.00E+00,2.08E-10,1.50E-14,7.76E-15,2.42E-11,4.95E-07,6.38E-07
0.36721,5.489,0.69,6.67E-04,2.28E-19,4.59E-06,0.00E+00,2.00E-10,1.44E-14,7.42E-15,2.32E-11,4.86E-07,6.20E-07
0.36762,5.483,0.688,6.65E-04,2.18E-19,4.52E-06,0.00E+00,1.93E-10,1.39E-14,7.09E-15,2.22E-11,4.78E-07,6.02E-07
0.36803,5.477,0.686,6.63E-04,2.07E-19,4.46E-06,0.00E+00,1.86E-10,1.33E-14,6.78E-15,2.12E-11,4.69E-07,5.85E-07
0.36844,5.471,0.684,6.62E-04,2.02E-19,4.40E-06,0.00E+00,1.80E-10,1.28E-14,6.51E-15,2.03E-11,4.61E-07,5.69E-07
0.36885,5.464,0.682,6.60E-04,1.96E-19,4.34E-06,0.00E+00,1.74E-10,1.23E-14,6.26E-15,1.95E-11,4.53E-07,5.54E-07
0.36926,5.458,0.68,6.58E-04,1.91E-19,4.28E-06,0.00E+00,1.68E-10,1.19E-14,6.01E-15,1.88E-11,4.45E-07,5.39E-07
0.36967,5.452,0.678,6.57E-04,1.85E-19,4.23E-06,0.00E+00,1.62E-10,1.14E-14,5.77E-15,1.80E-11,4.37E-07,5.24E-07
0.37008,5.446,0.676,6.55E-04,1.80E-19,4.17E-06,0.00E+00,1.56E-10,1.10E-14,5.54E-15,1.73E-11,4.29E-07,5.10E-07
0.37049,5.439,0.674,6.54E-04,1.74E-19,4.11E-06,0.00E+00,1.51E-10,1.06E-14,5.32E-15,1.66E-11,4.22E-07,4.96E-07
0.3709,5.433,0.672,6.52E-04,1.68E-19,4.06E-06,0.00E+00,1.46E-10,1.02E-14,5.10E-15,1.59E-11,4.14E-07,4.82E-07
0.37131,5.427,0.67,6.51E-04,1.63E-19,4.00E-06,0.00E+00,1.40E-10,9.80E-15,4.89E-15,1.53E-11,4.07E-07,4.69E-07
0.37172,5.421,0.668,6.49E-04,1.57E-19,3.95E-06,0.00E+00,1.36E-10,9.42E-15,4.68E-15,1.46E-11,4.00E-07,4.56E-07
0.37213,5.415,0.666,6.48E-04,1.52E-19,3.90E-06,0.00E+00,1.31E-10,9.06E-15,4.49E-15,1.40E-11,3.93E-07,4.43E-07
0.37254,5.409,0.664,6.46E-04,1.46E-19,3.84E-06,0.00E+00,1.26E-10,8.70E-15,4.30E-15,1.34E-11,3.86E-07,4.31E-07
0.37295,5.403,0.662,6.44E-04,1.41E-19,3.79E-06,0.00E+00,1.21E-10,8.36E-15,4.11E-15,1.29E-11,3.79E-07,4.19E-07
0.37336,5.396,0.66,6.43E-04,1.35E-19,3.74E-06,0.00E+00,1.17E-10,8.03E-15,3.94E-15,1.23E-11,3.72E-07,4.08E-07
0.37377,5.39,0.658,6.41E-04,1.30E-19,3.69E-06,0.00E+00,1.13E-10,7.71E-15,3.77E-15,1.18E-11,3.66E-07,3.96E-07
0.37418,5.384,0.656,6.40E-04,1.24E-19,3.64E-06,0.00E+00,1.09E-10,7.40E-15,3.60E-15,1.13E-11,3.59E-07,3.85E-07
0.37459,5.378,0.654,6.38E-04,1.19E-19,3.59E-06,0.00E+00,1.05E-10,7.10E-15,3.44E-15,1.08E-11,3.53E-07,3.74E-07
0.375,5.372,0.652,6.36E-04,1.13E-19,3.54E-06,0.00E+00,1.01E-10,6.81E-15,3.29E-15,1.03E-11,3.47E-07,3.64E-07
0.37541,5.366,0.65,6.35E-04,1.09E-19,3.49E-06,0.00E+00,9.72E-11,6.55E-15,3.16E-15,9.87E-12,3.40E-07,3.54E-07
0.37582,5.36,0.648,6.33E-04,1.06E-19,3.44E-06,0.00E+00,9.39E-11,6.31E-15,3.03E-15,9.48E-12,3.34E-07,3.44E-07
0.37623,5.354,0.646,6.32E-04,1.03E-19,3.40E-06,0.00E+00,9.07E-11,6.08E-15,2.91E-15,9.11E-12,3.29E-07,3.35E-07
0.37664,5.348,0.644,6.30E-04,1.00E-19,3.35E-06,0.00E+00,8.76E-11,5.85E-15,2.80E-15,8.74E-12,3.23E-07,3.26E-07
0.37705,5.342,0.642,6.29E-04,9.70E-20,3.31E-06,0.00E+00,8.46E-11,5.63E-15,2.68E-15,8.39E-12,3.17E-07,3.17E-07
0.37746,5.336,0.64,6.27E-04,9.40E-20,3.26E-06,0.00E+00,8.16E-11,5.42E-15,2.57E-15,8.05E-12,3.12E-07,3.09E-07
0.37787,5.33,0.638,6.26E-04,9.10E-20,3.22E-06,0.00E+00,7.87E-11,5.21E-15,2.47E-15,7.73E-12,3.06E-07,3.00E-07
0.37828,5.324,0.636,6.24E-04,8.80E-20,3.17E-06,0.00E+00,7.60E-11,5.01E-15,2.36E-15,7.41E-12,3.01E-07,2.92E-07
0.37869,5.318,0.634,6.23E-04,8.50E-20,3.13E-06,0.00E+00,7.33E-11,4.82E-15,2.27E-15,7.10E-12,2.95E-07,2.84E-07
0.3791,5.312,0.632,6.21E-04,8.20E-20,3.09E-06,0.00E+00,7.07E-11,4.63E-15,2.17E-15,6.81E-12,2.90E-07,2.76E-07
0.37951,5.306,0.63,6.20E-04,7.90E-20,3.05E-06,0.00E+00,6.81E-11,4.45E-15,2.08E-15,6.52E-12,2.85E-07,2.69E-07
0.37992,5.3,0.628,6.18E-04,7.60E-20,3.01E-06,0.00E+00,6.57E-11,4.27E-15,1.99E-15,6.25E-12,2.80E-07,2.62E-07
0.38033,5.294,0.626,6.17E-04,7.30E-20,2.97E-06,0.00E+00,6.33E-11,4.10E-15,1.90E-15,5.98E-12,2.75E-07,2.54E-07
0.38074,5.288,0.624,6.15E-04,7.00E-20,2.93E-06,0.00E+00,6.10E-11,3.94E-15,1.82E-15,5.73E-12,2.70E-07,2.47E-07
0.38115,5.282,0.622,6.14E-04,6.70E-20,2.89E-06,0.00E+00,5.88E-11,3.79E-15,1.74E-15,5.48E-12,2.65E-07,2.41E-07
0.38156,5.276,0.62,6.12E-04,6.40E-20,2.85E-06,0.00E+00,5.66E-11,3.63E-15,1.67E-15,5.25E-12,2.61E-07,2.34E-07
0.38197,5.27,0.618,6.10E-04,6.18E-20,2.81E-06,0.00E+00,5.46E-11,3.49E-15,1.60E-15,5.03E-12,2.56E-07,2.28E-07
0.38238,5.264,0.616,6.09E-04,6.00E-20,2.77E-06,0.00E+00,5.28E-11,3.36E-15,1.54E-15,4.83E-12,2.52E-07,2.22E-07
0.38279,5.258,0.614,6.07E-04,5.82E-20,2.73E-06,0.00E+00,5.09E-11,3.24E-15,1.47E-15,4.64E-12,2.47E-07,2.16E-07
0.3832,5.252,0.612,6.06E-04,5.65E-20,2.69E-06,0.00E+00,4.92E-11,3.12E-15,1.41E-15,4.46E-12,2.43E-07,2.10E-07
0.38361,5.246,0.61,6.04E-04,5.47E-20,2.66E-06,0.00E+00,4.74E-11,3.00E-15,1.36E-15,4.28E-12,2.39E-07,2.04E-07
0.38402,5.241,0.608,6.03E-04,5.29E-20,2.62E-06,0.00E+00,4.58E-11,2.88E-15,1.30E-15,4.10E-12,2.34E-07,1.99E-07
0.38443,5.235,0.606,6.01E-04,5.12E-20,2.59E-06,0.00E+00,4.42E-11,2.77E-15,1.25E-15,3.94E-12,2.30E-07,1.94E-07
0.38484,5.229,0.604,6.00E-04,4.94E-20,2.55E-06,0.00E+00,4.26E-11,2.66E-15,1.19E-15,3.77E-12,2.26E-07,1.88E-07
0.38525,5.223,0.602,5.98E-04,4.76E-20,2.52E-06,0.00E+00,4.11E-11,2.56E-15,1.14E-15,3.62E-12,2.22E-07,1.83E-07
0.38566,5.217,0.6,5.97E-04,4.59E-20,2.48E-06,0.00E+00,3.96E-11,2.46E-15,1.10E-15,3.47E-12,2.18E-07,1.78E-07
0.38607,5.211,0.598,5.96E-04,4.41E-20,2.45E-06,0.00E+00,3.82E-11,2.36E-15,1.05E-15,3.32E-12,2.14E-07,1.74E-07
0.38648,5.206,0.596,5.94E-04,4.23E-20,2.42E-06,0.00E+00,3.68E-11,2.27E-15,1.00E-15,3.18E-12,2.11E-07,1.69E-07
0.38689,5.2,0.594,5.92E-04,4.06E-20,2.38E-06,0.00E+00,3.55E-11,2.18E-15,9.61E-16,3.05E-12,2.07E-07,1.64E-07
0.3873,5.194,0.592,5.91E-04,3.90E-20,2.35E-06,0.00E+00,3.42E-11,2.10E-15,9.20E-16,2.93E-12,2.03E-07,1.60E-07
