R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.06885,14.133,1.917,4.65E-04,6.55E-12,2.67E-03,4.45E-03,3.49E-03,4.84E-03,4.66E-03,5.15E-03,3.44E-03,1.63E-03
0.06926,14.119,1.916,4.69E-04,6.48E-12,2.69E-03,4.38E-03,3.45E-03,4.78E-03,4.59E-03,5.13E-03,3.45E-03,1.64E-03
0.06967,14.105,1.915,4.73E-04,6.41E-12,2.70E-03,4.31E-03,3.40E-03,4.73E-03,4.53E-03,5.11E-03,3.46E-03,1.66E-03
0.07008,14.091,1.914,4.77E-04,6.34E-12,2.72E-03,4.24E-03,3.36E-03,4.67E-03,4.47E-03,5.08E-03,3.48E-03,1.67E-03
0.07049,14.077,1.913,4.81E-04,6.27E-12,2.73E-03,4.17E-03,3.32E-03,4.61E-03,4.40E-03,5.06E-03,3.49E-03,1.69E-03
0.0709,14.063,1.912,4.85E-04,6.20E-12,2.75E-03,4.10E-03,3.28E-03,4.55E-03,4.34E-03,5.04E-03,3.51E-03,1.70E-03
0.07131,14.049,1.911,4.90E-04,6.13E-12,2.77E-03,4.03E-03,3.24E-03,4.49E-03,4.27E-03,5.01E-03,3.52E-03,1.72E-03
0.07172,14.035,1.91,4.94E-04,6.06E-12,2.78E-03,3.96E-03,3.20E-03,4.44E-03,4.21E-03,4.99E-03,3.53E-03,1.73E-03
0.07213,14.02,1.909,4.98E-04,5.99E-12,2.80E-03,3.89E-03,3.15E-03,4.38E-03,4.15E-03,4.96E-03,3.54E-03,1.75E-03
0.07254,14.006,1.908,5.02E-04,5.92E-12,2.81E-03,3.82E-03,3.11E-03,4.32E-03,4.08E-03,4.94E-03,3.56E-03,1.76E-03
0.07295,13.992,1.907,5.06E-04,5.86E-12,2.83E-03,3.75E-03,3.07E-03,4.26E-03,4.02E-03,4.91E-03,3.57E-03,1.78E-03
0.07336,13.977,1.906,5.10E-04,5.79E-12,2.84E-03,3.68E-03,3.03E-03,4.20E-03,3.96E-03,4.89E-03,3.58E-03,1.79E-03
0.07377,13.963,1.905,5.14E-04,5.72E-12,2.86E-03,3.61E-03,2.99E-03,4.14E-03,3.90E-03,4.86E-03,3.59E-03,1.81E-03
0.07418,13.949,1.904,5.18E-04,5.66E-12,2.87E-03,3.55E-03,2.94E-03,4.09E-03,3.83E-03,4.83E-03,3.60E-03,1.82E-03
0.07459,13.934,1.903,5.22E-04,5.59E-12,2.89E-03,3.48E-03,2.90E-03,4.03E-03,3.77E-03,4.80E-03,3.61E-03,1.84E-03
0.075,13.92,1.902,5.26E-04,5.52E-12,2.90E-03,3.42E-03,2.86E-03,3.97E-03,3.71E-03,4.77E-03,3.62E-03,1.85E-03
0.07541,13.905,1.901,5.31E-04,5.46E-12,2.91E-03,3.35E-03,2.82E-03,3.91E-03,3.65E-03,4.75E-03,3.63E-03,1.87E-03
0.07582,13.89,1.899,5.35E-04,5.39E-12,2.93E-03,3.29E-03,2.78E-03,3.86E-03,3.59E-03,4.72E-03,3.64E-03,1.88E-03
0.07623,13.876,1.898,5.39E-04,5.33E-12,2.94E-03,3.22E-03,2.74E-03,3.80E-03,3.53E-03,4.69E-03,3.65E-03,1.90E-03
0.07664,13.861,1.897,5.43E-04,5.26E-12,2.95E-03,3.16E-03,2.70E-03,3.74E-03,3.47E-03,4.65E-03,3.65E-03,1.91E-03
0.07705,13.847,1.896,5.47E-04,5.20E-12,2.97E-03,3.10E-03,2.66E-03,3.69E-03,3.41E-03,4.62E-03,3.66E-03,1.93E-03
0.07746,13.832,1.895,5.51E-04,5.14E-12,2.98E-03,3.03E-03,2.62E-03,3.63E-03,3.35E-03,4.59E-03,3.67E-03,1.94E-03
0.07787,13.817,1.894,5.55E-04,5.07E-12,2.99E-03,2.97E-03,2.58E-03,3.58E-03,3.29E-03,4.56E-03,3.68E-03,1.95E-03
0.07828,13.802,1.893,5.59E-04,5.01E-12,3.00E-03,2.91E-03,2.54E-03,3.52E-03,3.24E-03,4.53E-03,3.69E-03,1.97E-03
0.07869,13.787,1.892,5.63E-04,4.95E-12,3.02E-03,2.85E-03,2.50E-03,3.47E-03,3.18E-03,4.50E-03,3.69E-03,1.98E-03
0.0791,13.773,1.891,5.67E-04,4.89E-12,3.03E-03,2.79E-03,2.46E-03,3.41E-03,3.12E-03,4.46E-03,3.70E-03,2.00E-03
0.07951,13.758,1.89,5.71E-04,4.83E-12,3.04E-03,2.74E-03,2.42E-03,3.36E-03,3.07E-03,4.43E-03,3.70E-03,2.01E-03
0.07992,13.743,1.889,5.75E-04,4.77E-12,3.05E-03,2.68E-03,2.38E-03,3.30E-03,3.01E-03,4.40E-03,3.71E-03,2.02E-03
0.08033,13.728,1.888,5.79E-04,4.71E-12,3.06E-03,2.62E-03,2.34E-03,3.25E-03,2.96E-03,4.36E-03,3.71E-03,2.04E-03
0.08074,13.713,1.887,5.83E-04,4.65E-12,3.07E-03,2.56E-03,2.30E-03,3.20E-03,2.90E-03,4.33E-03,3.72E-03,2.05E-03
0.08115,13.698,1.886,5.87E-04,4.59E-12,3.08E-03,2.51E-03,2.26E-03,3.14E-03,2.85E-03,4.30E-03,3.72E-03,2.07E-03
0.08156,13.683,1.884,5.91E-04,4.53E-12,3.09E-03,2.45E-03,2.23E-03,3.09E-03,2.79E-03,4.26E-03,3.73E-03,2.08E-03
0.08197,13.668,1.883,5.95E-04,4.47E-12,3.10E-03,2.40E-03,2.19E-03,3.04E-03,2.74E-03,4.23E-03,3.73E-03,2.09E-03
0.08238,13.653,1.882,5.99E-04,4.42E-12,3.11E-03,2.35E-03,2.15E-03,2.99E-03,2.69E-03,4.19E-03,3.74E-03,2.11E-03
0.08279,13.638,1.881,6.03E-04,4.36E-12,3.12E-03,2.30E-03,2.12E-03,2.94E-03,2.64E-03,4.16E-03,3.74E-03,2.12E-03
0.0832,13.623,1.88,6.07E-04,4.30E-12,3.13E-03,2.24E-03,2.08E-03,2.89E-03,2.59E-03,4.12E-03,3.74E-03,2.13E-03
0.08361,13.607,1.879,6.11E-04,4.25E-12,3.14E-03,2.19E-03,2.04E-03,2.84E-03,2.54E-03,4.09E-03,3.74E-03,2.15E-03
0.08402,13.592,1.878,6.15E-04,4.19E-12,3.15E-03,2.14E-03,2.01E-03,2.79E-03,2.49E-03,4.05E-03,3.75E-03,2.16E-03
0.08443,13.577,1.877,6.19E-04,4.14E-12,3.16E-03,2.09E-03,1.97E-03,2.74E-03,2.44E-03,4.02E-03,3.75E-03,2.17E-03
0.08484,13.562,1.876,6.23E-04,4.08E-12,3.17E-03,2.05E-03,1.94E-03,2.69E-03,2.39E-03,3.98E-03,3.75E-03,2.18E-03
0.08525,13.547,1.875,6.27E-04,4.03E-12,3.17E-03,2.00E-03,1.90E-03,2.64E-03,2.34E-03,3.95E-03,3.75E-03,2.20E-03
0.08566,13.531,1.873,6.31E-04,3.98E-12,3.18E-03,1.95E-03,1.87E-03,2.59E-03,2.29E-03,3.91E-03,3.75E-03,2.21E-03
0.08607,13.516,1.872,6.35E-04,3.92E-12,3.19E-03,1.91E-03,1.83E-03,2.55E-03,2.25E-03,3.87E-03,3.75E-03,2.22E-03
0.08648,13.501,1.871,6.39E-04,3.87E-12,3.20E-03,1.86E-03,1.80E-03,2.50E-03,2.20E-03,3.84E-03,3.75E-03,2.23E-03
0.08689,13.485,1.87,6.43E-04,3.82E-12,3.20E-03,1.82E-03,1.77E-03,2.45E-03,2.15E-03,3.80E-03,3.75E-03,2.25E-03
0.0873,13.47,1.869,6.47E-04,3.77E-12,3.21E-03,1.77E-03,1.74E-03,2.41E-03,2.11E-03,3.76E-03,3.75E-03,2.26E-03
0.0877,13.455,1.868,6.51E-04,3.72E-12,3.22E-03,1.73E-03,1.70E-03,2.36E-03,2.07E-03,3.73E-03,3.75E-03,2.27E-03
0.08811,13.439,1.867,6.55E-04,3.66E-12,3.22E-03,1.69E-03,1.67E-03,2.32E-03,2.02E-03,3.69E-03,3.75E-03,2.28E-03
0.08852,13.424,1.865,6.59E-04,3.62E-12,3.23E-03,1.65E-03,1.64E-03,2.28E-03,1.98E-03,3.66E-03,3.75E-03,2.29E-03
0.08893,13.408,1.864,6.63E-04,3.57E-12,3.24E-03,1.60E-03,1.61E-03,2.23E-03,1.94E-03,3.62E-03,3.75E-03,2.31E-03
0.08934,13.393,1.863,6.66E-04,3.52E-12,3.24E-03,1.56E-03,1.58E-03,2.19E-03,1.90E-03,3.58E-03,3.74E-03,2.32E-03
0.08975,13.377,1.862,6.70E-04,3.47E-12,3.25E-03,1.53E-03,1.55E-03,2.15E-03,1.85E-03,3.55E-03,3.74E-03,2.33E-03
0.09016,13.362,1.861,6.74E-04,3.42E-12,3.25E-03,1.49E-03,1.52E-03,2.11E-03,1.81E-03,3.51E-03,3.74E-03,2.34E-03
0.09057,13.346,1.86,6.78E-04,3.37E-12,3.26E-03,1.45E-03,1.49E-03,2.07E-03,1.77E-03,3.47E-03,3.74E-03,2.35E-03
0.09098,13.331,1.859,6.82E-04,3.33E-12,3.26E-03,1.41E-03,1.46E-03,2.02E-03,1.74E-03,3.44E-03,3.73E-03,2.36E-03
0.09139,13.315,1.857,6.86E-04,3.28E-12,3.27E-03,1.38E-03,1.43E-03,1.98E-03,1.70E-03,3.40E-03,3.73E-03,2.37E-03
0.0918,13.299,1.856,6.90E-04,3.23E-12,3.27E-03,1.34E-03,1.40E-03,1.95E-03,1.66E-03,3.37E-03,3.73E-03,2.39E-03
0.09221,13.284,1.855,6.93E-04,3.19E-12,3.28E-03,1.31E-03,1.37E-03,1.91E-03,1.62E-03,3.33E-03,3.72E-03,2.40E-03
0.09262,13.268,1.854,6.97E-04,3.14E-12,3.28E-03,1.27E-03,1.35E-03,1.87E-03,1.59E-03,3.29E-03,3.72E-03,2.41E-03
0.09303,13.252,1.853,7.01E-04,3.10E-12,3.28E-03,1.24E-03,1.32E-03,1.83E-03,1.55E-03,3.26E-03,3.71E-03,2.42E-03
0.09344,13.237,1.852,7.05E-04,3.05E-12,3.29E-03,1.21E-03,1.29E-03,1.79E-03,1.52E-03,3.22E-03,3.71E-03,2.43E-03
0.09385,13.221,1.85,7.09E-04,3.01E-12,3.29E-03,1.18E-03,1.26E-03,1.76E-03,1.48E-03,3.19E-03,3.70E-03,2.44E-03
0.09426,13.205,1.849,7.12E-04,2.97E-12,3.29E-03,1.14E-03,1.24E-03,1.72E-03,1.45E-03,3.15E-03,3.70E-03,2.45E-03
0.09467,13.19,1.848,7.16E-04,2.92E-12,3.29E-03,1.11E-03,1.21E-03,1.68E-03,1.41E-03,3.11E-03,3.69E-03,2.46E-03
0.09508,13.174,1.847,7.20E-04,2.88E-12,3.30E-03,1.08E-03,1.19E-03,1.65E-03,1.38E-03,3.08E-03,3.68E-03,2.47E-03
0.09549,13.158,1.846,7.24E-04,2.84E-12,3.30E-03,1.05E-03,1.16E-03,1.62E-03,1.35E-03,3.04E-03,3.68E-03,2.48E-03
0.0959,13.142,1.845,7.27E-04,2.80E-12,3.30E-03,1.03E-03,1.14E-03,1.58E-03,1.32E-03,3.01E-03,3.67E-03,2.49E-03
0.09631,13.127,1.843,7.31E-04,2.76E-12,3.30E-03,9.97E-04,1.11E-03,1.55E-03,1.29E-03,2.97E-03,3.66E-03,2.50E-03
0.09672,13.111,1.842,7.35E-04,2.72E-12,3.30E-03,9.70E-04,1.09E-03,1.51E-03,1.26E-03,2.94E-03,3.66E-03,2.51E-03
0.09713,13.095,1.841,7.39E-04,2.68E-12,3.30E-03,9.43E-04,1.07E-03,1.48E-03,1.23E-03,2.90E-03,3.65E-03,2.51E-03
0.09754,13.079,1.84,7.42E-04,2.64E-12,3.30E-03,9.17E-04,1.04E-03,1.45E-03,1.20E-03,2.87E-03,3.64E-03,2.52E-03
0.09795,13.063,1.839,7.46E-04,2.60E-12,3.31E-03,8.92E-04,1.02E-03,1.42E-03,1.17E-03,2.83E-03,3.63E-03,2.53E-03
0.09836,13.047,1.837,7.50E-04,2.56E-12,3.31E-03,8.67E-04,9.99E-04,1.39E-03,1.14E-03,2.80E-03,3.63E-03,2.54E-03
0.09877,13.032,1.836,7.53E-04,2.52E-12,3.31E-03,8.42E-04,9.77E-04,1.36E-03,1.11E-03,2.77E-03,3.62E-03,2.55E-03
0.09918,13.016,1.835,7.57E-04,2.49E-12,3.31E-03,8.19E-04,9.56E-04,1.33E-03,1.08E-03,2.73E-03,3.61E-03,2.56E-03
0.09959,13,1.834,7.61E-04,2.45E-12,3.31E-03,7.95E-04,9.35E-04,1.30E-03,1.06E-03,2.70E-03,3.60E-03,2.57E-03
0.1,12.984,1.833,7.64E-04,2.41E-12,3.31E-03,7.73E-04,9.14E-04,1.27E-03,1.03E-03,2.66E-03,3.59E-03,2.57E-03
0.10041,12.968,1.831,7.68E-04,2.38E-12,3.30E-03,7.51E-04,8.94E-04,1.24E-03,1.01E-03,2.63E-03,3.58E-03,2.58E-03
0.10082,12.952,1.83,7.72E-04,2.34E-12,3.30E-03,7.29E-04,8.74E-04,1.21E-03,9.81E-04,2.60E-03,3.57E-03,2.59E-03
0.10123,12.936,1.829,7.75E-04,2.31E-12,3.30E-03,7.08E-04,8.54E-04,1.19E-03,9.57E-04,2.56E-03,3.56E-03,2.60E-03
0.10164,12.92,1.828,7.79E-04,2.27E-12,3.30E-03,6.88E-04,8.35E-04,1.16E-03,9.33E-04,2.53E-03,3.55E-03,2.61E-03
0.10205,12.904,1.827,7.82E-04,2.24E-12,3.30E-03,6.68E-04,8.16E-04,1.13E-03,9.09E-04,2.50E-03,3.54E-03,2.61E-03
0.10246,12.888,1.825,7.86E-04,2.20E-12,3.30E-03,6.48E-04,7.97E-04,1.11E-03,8.86E-04,2.47E-03,3.53E-03,2.62E-03
0.10287,12.872,1.824,7.89E-04,2.17E-12,3.30E-03,6.29E-04,7.79E-04,1.08E-03,8.64E-04,2.43E-03,3.52E-03,2.63E-03
0.10328,12.856,1.823,7.93E-04,2.14E-12,3.29E-03,6.11E-04,7.61E-04,1.06E-03,8.42E-04,2.40E-03,3.51E-03,2.63E-03
0.10369,12.84,1.822,7.97E-04,2.10E-12,3.29E-03,5.93E-04,7.43E-04,1.03E-03,8.20E-04,2.37E-03,3.50E-03,2.64E-03
0.1041,12.824,1.82,8.00E-04,2.07E-12,3.29E-03,5.75E-04,7.26E-04,1.01E-03,7.99E-04,2.34E-03,3.49E-03,2.65E-03
0.10451,12.808,1.819,8.04E-04,2.04E-12,3.29E-03,5.58E-04,7.09E-04,9.86E-04,7.78E-04,2.31E-03,3.47E-03,2.66E-03
0.10492,12.792,1.818,8.07E-04,2.01E-12,3.28E-03,5.41E-04,6.93E-04,9.63E-04,7.58E-04,2.28E-03,3.46E-03,2.66E-03
0.10533,12.776,1.817,8.11E-04,1.98E-12,3.28E-03,5.25E-04,6.76E-04,9.41E-04,7.39E-04,2.25E-03,3.45E-03,2.67E-03
0.10574,12.76,1.816,8.14E-04,1.95E-12,3.28E-03,5.09E-04,6.60E-04,9.18E-04,7.19E-04,2.22E-03,3.44E-03,2.67E-03
0.10615,12.744,1.814,8.18E-04,1.91E-12,3.27E-03,4.94E-04,6.45E-04,8.97E-04,7.00E-04,2.19E-03,3.43E-03,2.68E-03
0.10656,12.728,1.813,8.21E-04,1.89E-12,3.27E-03,4.79E-04,6.29E-04,8.75E-04,6.82E-04,2.16E-03,3.41E-03,2.69E-03
0.10697,12.712,1.812,8.25E-04,1.86E-12,3.26E-03,4.64E-04,6.14E-04,8.54E-04,6.64E-04,2.13E-03,3.40E-03,2.69E-03
0.10738,12.696,1.811,8.28E-04,1.83E-12,3.26E-03,4.50E-04,5.99E-04,8.34E-04,6.46E-04,2.10E-03,3.39E-03,2.70E-03
0.10779,12.68,1.809,8.31E-04,1.80E-12,3.25E-03,4.36E-04,5.85E-04,8.14E-04,6.29E-04,2.07E-03,3.37E-03,2.70E-03
0.1082,12.664,1.808,8.35E-04,1.77E-12,3.25E-03,4.23E-04,5.71E-04,7.94E-04,6.12E-04,2.04E-03,3.36E-03,2.71E-03
0.10861,12.647,1.807,8.38E-04,1.74E-12,3.25E-03,4.09E-04,5.57E-04,7.75E-04,5.96E-04,2.01E-03,3.35E-03,2.71E-03
0.10902,12.631,1.806,8.42E-04,1.71E-12,3.24E-03,3.97E-04,5.43E-04,7.56E-04,5.80E-04,1.98E-03,3.33E-03,2.72E-03
0.10943,12.615,1.804,8.45E-04,1.69E-12,3.24E-03,3.84E-04,5.30E-04,7.38E-04,5.64E-04,1.95E-03,3.32E-03,2.72E-03
0.10984,12.599,1.803,8.48E-04,1.66E-12,3.23E-03,3.72E-04,5.17E-04,7.20E-04,5.49E-04,1.93E-03,3.31E-03,2.73E-03
0.11025,12.583,1.802,8.52E-04,1.63E-12,3.22E-03,3.61E-04,5.04E-04,7.02E-04,5.34E-04,1.90E-03,3.29E-03,2.73E-03
0.11066,12.567,1.801,8.55E-04,1.61E-12,3.22E-03,3.49E-04,4.92E-04,6.85E-04,5.19E-04,1.87E-03,3.28E-03,2.74E-03
0.11107,12.551,1.799,8.58E-04,1.58E-12,3.21E-03,3.38E-04,4.80E-04,6.68E-04,5.05E-04,1.84E-03,3.26E-03,2.74E-03
0.11148,12.535,1.798,8.62E-04,1.56E-12,3.21E-03,3.27E-04,4.68E-04,6.51E-04,4.91E-04,1.82E-03,3.25E-03,2.74E-03
0.11189,12.519,1.797,8.65E-04,1.53E-12,3.20E-03,3.17E-04,4.56E-04,6.35E-04,4.78E-04,1.79E-03,3.23E-03,2.75E-03
0.1123,12.502,1.795,8.68E-04,1.51E-12,3.19E-03,3.07E-04,4.44E-04,6.19E-04,4.64E-04,1.76E-03,3.22E-03,2.75E-03
0.1127,12.486,1.794,8.72E-04,1.48E-12,3.19E-03,2.97E-04,4.33E-04,6.03E-04,4.51E-04,1.74E-03,3.20E-03,2.76E-03
0.11311,12.47,1.793,8.75E-04,1.46E-12,3.18E-03,2.87E-04,4.22E-04,5.88E-04,4.39E-04,1.71E-03,3.19E-03,2.76E-03
0.11352,12.454,1.792,8.78E-04,1.43E-12,3.17E-03,2.78E-04,4.12E-04,5.73E-04,4.27E-04,1.69E-03,3.17E-03,2.76E-03
0.11393,12.438,1.79,8.81E-04,1.41E-12,3.17E-03,2.69E-04,4.01E-04,5.59E-04,4.15E-04,1.66E-03,3.16E-03,2.77E-03
0.11434,12.422,1.789,8.85E-04,1.39E-12,3.16E-03,2.60E-04,3.91E-04,5.44E-04,4.03E-04,1.64E-03,3.14E-03,2.77E-03
0.11475,12.406,1.788,8.88E-04,1.37E-12,3.15E-03,2.52E-04,3.81E-04,5.31E-04,3.92E-04,1.61E-03,3.13E-03,2.77E-03
0.11516,12.389,1.787,8.91E-04,1.34E-12,3.14E-03,2.44E-04,3.71E-04,5.17E-04,3.80E-04,1.59E-03,3.11E-03,2.77E-03
0.11557,12.373,1.785,8.94E-04,1.32E-12,3.14E-03,2.36E-04,3.61E-04,5.04E-04,3.70E-04,1.56E-03,3.10E-03,2.78E-03
0.11598,12.357,1.784,8.97E-04,1.30E-12,3.13E-03,2.28E-04,3.52E-04,4.91E-04,3.59E-04,1.54E-03,3.08E-03,2.78E-03
0.11639,12.341,1.783,9.01E-04,1.28E-12,3.12E-03,2.20E-04,3.43E-04,4.78E-04,3.49E-04,1.52E-03,3.06E-03,2.78E-03
0.1168,12.325,1.781,9.04E-04,1.26E-12,3.11E-03,2.13E-04,3.34E-04,4.65E-04,3.39E-04,1.49E-03,3.05E-03,2.78E-03
0.11721,12.309,1.78,9.07E-04,1.24E-12,3.10E-03,2.06E-04,3.25E-04,4.53E-04,3.29E-04,1.47E-03,3.03E-03,2.79E-03
0.11762,12.292,1.779,9.10E-04,1.22E-12,3.09E-03,1.99E-04,3.16E-04,4.41E-04,3.20E-04,1.45E-03,3.02E-03,2.79E-03
0.11803,12.276,1.777,9.13E-04,1.20E-12,3.08E-03,1.93E-04,3.08E-04,4.30E-04,3.10E-04,1.42E-03,3.00E-03,2.79E-03
0.11844,12.26,1.776,9.16E-04,1.18E-12,3.08E-03,1.86E-04,3.00E-04,4.19E-04,3.01E-04,1.40E-03,2.98E-03,2.79E-03
0.11885,12.244,1.775,9.19E-04,1.16E-12,3.07E-03,1.80E-04,2.92E-04,4.07E-04,2.92E-04,1.38E-03,2.97E-03,2.79E-03
0.11926,12.228,1.774,9.22E-04,1.14E-12,3.06E-03,1.74E-04,2.84E-04,3.97E-04,2.84E-04,1.36E-03,2.95E-03,2.79E-03
0.11967,12.212,1.772,9.25E-04,1.12E-12,3.05E-03,1.68E-04,2.77E-04,3.86E-04,2.76E-04,1.34E-03,2.93E-03,2.79E-03
0.12008,12.195,1.771,9.28E-04,1.10E-12,3.04E-03,1.62E-04,2.69E-04,3.76E-04,2.67E-04,1.32E-03,2.92E-03,2.80E-03
0.12049,12.179,1.77,9.31E-04,1.08E-12,3.03E-03,1.57E-04,2.62E-04,3.66E-04,2.60E-04,1.29E-03,2.90E-03,2.80E-03
0.1209,12.163,1.768,9.35E-04,1.06E-12,3.02E-03,1.51E-04,2.55E-04,3.56E-04,2.52E-04,1.27E-03,2.88E-03,2.80E-03
0.12131,12.147,1.767,9.38E-04,1.04E-12,3.01E-03,1.46E-04,2.48E-04,3.46E-04,2.44E-04,1.25E-03,2.87E-03,2.80E-03
0.12172,12.131,1.766,9.41E-04,1.03E-12,3.00E-03,1.41E-04,2.41E-04,3.37E-04,2.37E-04,1.23E-03,2.85E-03,2.80E-03
0.12213,12.115,1.764,9.43E-04,1.01E-12,2.99E-03,1.36E-04,2.35E-04,3.28E-04,2.30E-04,1.21E-03,2.83E-03,2.80E-03
0.12254,12.099,1.763,9.46E-04,9.92E-13,2.98E-03,1.32E-04,2.28E-04,3.19E-04,2.23E-04,1.19E-03,2.82E-03,2.80E-03
0.12295,12.082,1.762,9.49E-04,9.75E-13,2.97E-03,1.27E-04,2.22E-04,3.10E-04,2.17E-04,1.17E-03,2.80E-03,2.80E-03
0.12336,12.066,1.76,9.52E-04,9.59E-13,2.96E-03,1.23E-04,2.16E-04,3.02E-04,2.10E-04,1.15E-03,2.78E-03,2.80E-03
0.12377,12.05,1.759,9.55E-04,9.43E-13,2.95E-03,1.19E-04,2.10E-04,2.94E-04,2.04E-04,1.14E-03,2.76E-03,2.80E-03
0.12418,12.034,1.758,9.58E-04,9.26E-13,2.94E-03,1.14E-04,2.04E-04,2.86E-04,1.97E-04,1.12E-03,2.75E-03,2.80E-03
0.12459,12.018,1.756,9.61E-04,9.11E-13,2.93E-03,1.10E-04,1.99E-04,2.78E-04,1.92E-04,1.10E-03,2.73E-03,2.80E-03
0.125,12.002,1.755,9.64E-04,8.95E-13,2.92E-03,1.07E-04,1.93E-04,2.70E-04,1.86E-04,1.08E-03,2.71E-03,2.80E-03
0.12541,11.986,1.754,9.67E-04,8.80E-13,2.91E-03,1.03E-04,1.88E-04,2.63E-04,1.80E-04,1.06E-03,2.70E-03,2.80E-03
0.12582,11.97,1.752,9.70E-04,8.65E-13,2.89E-03,9.92E-05,1.83E-04,2.55E-04,1.75E-04,1.04E-03,2.68E-03,2.80E-03
0.12623,11.953,1.751,9.73E-04,8.50E-13,2.88E-03,9.57E-05,1.78E-04,2.48E-04,1.69E-04,1.03E-03,2.66E-03,2.79E-03
0.12664,11.937,1.75,9.75E-04,8.35E-13,2.87E-03,9.23E-05,1.73E-04,2.41E-04,1.64E-04,1.01E-03,2.64E-03,2.79E-03
0.12705,11.921,1.748,9.78E-04,8.21E-13,2.86E-03,8.90E-05,1.69E-04,2.34E-04,1.59E-04,9.93E-04,2.63E-03,2.79E-03
0.12746,11.905,1.747,9.81E-04,8.07E-13,2.85E-03,8.59E-05,1.65E-04,2.28E-04,1.54E-04,9.76E-04,2.61E-03,2.79E-03
0.12787,11.889,1.746,9.84E-04,7.93E-13,2.84E-03,8.28E-05,1.61E-04,2.21E-04,1.49E-04,9.59E-04,2.59E-03,2.79E-03
0.12828,11.873,1.744,9.87E-04,7.79E-13,2.83E-03,7.99E-05,1.57E-04,2.15E-04,1.45E-04,9.43E-04,2.57E-03,2.79E-03
0.12869,11.857,1.743,9.89E-04,7.66E-13,2.81E-03,7.70E-05,1.54E-04,2.09E-04,1.40E-04,9.27E-04,2.56E-03,2.79E-03
0.1291,11.841,1.742,9.92E-04,7.52E-13,2.80E-03,7.43E-05,1.50E-04,2.03E-04,1.36E-04,9.11E-04,2.54E-03,2.78E-03
0.12951,11.825,1.74,9.95E-04,7.39E-13,2.79E-03,7.16E-05,1.48E-04,1.97E-04,1.31E-04,8.96E-04,2.52E-03,2.78E-03
0.12992,11.809,1.739,9.97E-04,7.26E-13,2.78E-03,6.90E-05,1.45E-04,1.92E-04,1.27E-04,8.80E-04,2.50E-03,2.78E-03
0.13033,11.792,1.738,1.00E-03,7.14E-13,2.77E-03,6.65E-05,1.43E-04,1.86E-04,1.23E-04,8.65E-04,2.49E-03,2.78E-03
0.13074,11.776,1.736,1.00E-03,7.01E-13,2.75E-03,6.41E-05,1.42E-04,1.81E-04,1.19E-04,8.50E-04,2.47E-03,2.77E-03
0.13115,11.76,1.735,1.01E-03,6.89E-13,2.74E-03,6.18E-05,1.41E-04,1.76E-04,1.16E-04,8.35E-04,2.45E-03,2.77E-03
0.13156,11.744,1.734,1.01E-03,6.77E-13,2.73E-03,5.96E-05,1.41E-04,1.71E-04,1.12E-04,8.21E-04,2.43E-03,2.77E-03
0.13197,11.728,1.732,1.01E-03,6.65E-13,2.72E-03,5.74E-05,1.42E-04,1.66E-04,1.08E-04,8.07E-04,2.41E-03,2.77E-03
0.13238,11.712,1.731,1.01E-03,6.54E-13,2.71E-03,5.53E-05,1.43E-04,1.61E-04,1.05E-04,7.93E-04,2.40E-03,2.76E-03
0.13279,11.696,1.729,1.02E-03,6.42E-13,2.69E-03,5.33E-05,1.46E-04,1.56E-04,1.02E-04,7.79E-04,2.38E-03,2.76E-03
0.1332,11.68,1.728,1.02E-03,6.31E-13,2.68E-03,5.13E-05,1.49E-04,1.52E-04,9.84E-05,7.65E-04,2.36E-03,2.76E-03
0.13361,11.664,1.727,1.02E-03,6.20E-13,2.67E-03,4.94E-05,1.53E-04,1.47E-04,9.53E-05,7.52E-04,2.34E-03,2.75E-03
0.13402,11.648,1.725,1.02E-03,6.09E-13,2.65E-03,4.76E-05,1.59E-04,1.43E-04,9.22E-05,7.38E-04,2.33E-03,2.75E-03
0.13443,11.632,1.724,1.03E-03,5.98E-13,2.64E-03,4.59E-05,1.66E-04,1.39E-04,8.92E-05,7.25E-04,2.31E-03,2.75E-03
0.13484,11.616,1.723,1.03E-03,5.87E-13,2.63E-03,4.42E-05,1.74E-04,1.35E-04,8.64E-05,7.12E-04,2.29E-03,2.74E-03
0.13525,11.6,1.721,1.03E-03,5.77E-13,2.62E-03,4.25E-05,1.84E-04,1.31E-04,8.36E-05,7.00E-04,2.27E-03,2.74E-03
0.13566,11.584,1.72,1.03E-03,5.67E-13,2.60E-03,4.10E-05,1.96E-04,1.27E-04,8.09E-05,6.87E-04,2.26E-03,2.74E-03
0.13607,11.568,1.718,1.04E-03,5.57E-13,2.59E-03,3.94E-05,2.09E-04,1.23E-04,7.82E-05,6.75E-04,2.24E-03,2.73E-03
0.13648,11.552,1.717,1.04E-03,5.47E-13,2.58E-03,3.80E-05,2.24E-04,1.19E-04,7.57E-05,6.63E-04,2.22E-03,2.73E-03
0.13689,11.536,1.716,1.04E-03,5.37E-13,2.56E-03,3.66E-05,2.41E-04,1.16E-04,7.32E-05,6.51E-04,2.20E-03,2.72E-03
